Car_Id;SerialNumber;Brand;Model;Sold_Price;Driven_KM;Type;EngineV;FuelType;Safety_Features;Region;Year;Transmission;Condition;Color;Entertainment_Features;Unnamed: 16;Accident_History;Transmission.1;Condition_Score;Car_Age
8798;327TUN40675;Volkswagen;C3;41349;229837;Pickup;4.7;Petrol;Lane Assist, Traction Control, ESP;Nabeul;2011;Manual;Average;Red;Bluetooth, Radio, Apple CarPlay;;No;Manual;1;14
8799;390TUN72245;Peugeot;Picanto;39769;31329;SUV;1.6;Petrol;Lane Assist;Monastir;2009;Automatic;Average;Gray;Apple CarPlay;;No;Automatic;1;16
8800;949TUN42908;Kia;Clio;56674;194695;Coupe;4.4;Petrol;Traction Control, Blind Spot Monitor;Sfax;2025;Manual;Average;Black;Bluetooth, USB Ports;;No;Manual;1;0
8801;834TUN11104;Renault;Corolla;31797;68462;Pickup;2.0;Hybrid;Traction Control;Sfax;2002;Manual;Good;Blue;Bluetooth, Apple CarPlay, Radio;;No;Manual;2;23
8802;737TUN24774;CitroÃ«n;C5;42000;121267;Pickup;2.0;Petrol;ESP, Airbags;Tozeur;2012;Automatic;Good;White;Bluetooth;;No;Automatic;2;13
8803;457TUN35297;Ford;Tucson;60084;30423;Hatchback;2.7;Hybrid;Lane Assist, ESP;Tataouine;2022;Automatic;Good;Red;Radio, Apple CarPlay, Android Auto;;Yes;Automatic;2;3
8804;752TUN64936;Kia;Yaris;47418;32607;Sedan;1.5;Petrol;ESP, Airbags, Traction Control;Monastir;2016;Automatic;Good;Black;USB Ports;;Yes;Automatic;2;9
8805;290TUN81427;Renault;Captur;48359;94719;Pickup;2.4;Petrol;ESP, Lane Assist;Nabeul;2013;Manual;Excellent;Red;Apple CarPlay, Navigation;;No;Manual;3;12
8806;236TUN55702;Mercedes;C4;34527;114179;Coupe;1.5;Electric;ESP, ABS;Kairouan;2009;Automatic;Average;Red;Apple CarPlay, Navigation;;Yes;Automatic;1;16
8807;270TUN15179;Kia;Accent;26453;243473;Coupe;2.0;Hybrid;ABS, Traction Control;Kairouan;2005;Automatic;Good;Blue;Navigation, USB Ports;;No;Automatic;2;20
8808;169TUN95879;Peugeot;C-Class;36838;83125;Sedan;1.1;Electric;Lane Assist;Tunis;2011;Manual;Average;White;Bluetooth, Radio;;No;Manual;1;14
8810;725TUN14567;Ford;7 Series;53940;42161;SUV;2.0;Petrol;ABS, Airbags;Tataouine;2018;Automatic;Excellent;Blue;USB Ports;;Yes;Automatic;3;7
8811;464TUN69009;Mercedes;208;49244;146352;Hatchback;1.8;Diesel;Blind Spot Monitor, ABS;Tozeur;2025;Automatic;Average;Blue;Apple CarPlay, Android Auto;;No;Automatic;1;0
8812;107TUN45196;Ford;C3;44111;269772;Sedan;4.4;Petrol;ABS;GabÃ¨s;2018;Automatic;Average;Black;Radio, Android Auto;;No;Automatic;1;7
8813;167TUN12579;Hyundai;i20;51587;60125;Pickup;3.0;Diesel;Blind Spot Monitor, ESP;Tataouine;2018;Automatic;Average;White;Apple CarPlay, Bluetooth;;Yes;Automatic;1;7
8814;806TUN74847;CitroÃ«n;C4;25709;155864;SUV;1.5;Diesel;Blind Spot Monitor, Lane Assist;Nabeul;2000;Automatic;Good;White;USB Ports, Radio;;No;Automatic;2;25
8815;958TUN45666;Hyundai;208;44266;186363;SUV;3.0;Electric;Blind Spot Monitor, Lane Assist;Tataouine;2017;Automatic;Average;Blue;Apple CarPlay, Bluetooth, Android Auto;;Yes;Automatic;1;8
8816;320TUN30913;BMW;X1;30456;231621;Coupe;1.6;Hybrid;ABS, Lane Assist, Traction Control;Tunis;2006;Manual;Excellent;Gray;Apple CarPlay, Navigation;;No;Manual;3;19
8817;899TUN41483;Renault;X1;50534;78907;Hatchback;4.0;Electric;Lane Assist, ESP;Sfax;2015;Automatic;Average;White;Apple CarPlay, Bluetooth;;Yes;Automatic;1;10
8818;758TUN19867;Mercedes;3008;44675;217848;Coupe;2.0;Electric;Airbags, Traction Control;Tataouine;2019;Automatic;Excellent;White;USB Ports;;No;Automatic;3;6
8819;594TUN90756;Kia;Passat;41343;207755;Pickup;1.5;Diesel;ABS, Lane Assist;Sousse;2018;Automatic;Good;Gray;USB Ports;;Yes;Automatic;2;7
8820;749TUN28932;Renault;Rio;29189;227670;Pickup;2.5;Diesel;Blind Spot Monitor;Tozeur;2003;Automatic;Excellent;Blue;USB Ports, Bluetooth;;No;Automatic;3;22
8821;383TUN81301;CitroÃ«n;Berlingo;51758;180601;Sedan;2.5;Diesel;Airbags, Blind Spot Monitor, Traction Control;Tozeur;2025;Manual;Average;Gray;Apple CarPlay;;No;Manual;1;0
8822;128TUN86989;Kia;Cerato;53505;7200;SUV;4.5;Electric;ESP, Lane Assist;Tozeur;2014;Automatic;Average;White;Radio, Navigation, Apple CarPlay;;Yes;Automatic;1;11
8823;671TUN72215;Ford;A-Class;51732;127925;SUV;2.0;Petrol;Blind Spot Monitor, Airbags, ABS;Kairouan;2020;Automatic;Excellent;Gray;Bluetooth, Android Auto, USB Ports;;No;Automatic;3;5
8824;499TUN43522;Mercedes;Symbol;44966;275993;Coupe;2.0;Petrol;ESP, Lane Assist;Monastir;2022;Manual;Excellent;Black;Android Auto, Radio, Navigation;;Yes;Manual;3;3
8825;688TUN63329;Hyundai;Cerato;43226;79518;Sedan;5.0;Electric;ESP, ABS, Lane Assist;Sfax;2005;Automatic;Average;Blue;Navigation;;No;Automatic;1;20
8826;281TUN58915;Kia;Golf;47885;104400;SUV;2.2;Electric;Airbags;Sousse;2020;Automatic;Average;Black;Android Auto;;Yes;Automatic;1;5
8827;607TUN49131;Hyundai;i10;24930;243077;Coupe;2.7;Hybrid;Airbags, Lane Assist;Nabeul;2003;Manual;Average;Blue;Android Auto, Navigation, Radio;;Yes;Manual;1;22
8828;289TUN47960;Kia;Tucson;31572;281655;SUV;4.8;Hybrid;Airbags;Tozeur;2002;Manual;Excellent;Black;Navigation, Android Auto, Bluetooth;;Yes;Manual;3;23
8829;952TUN94631;Toyota;3008;29503;148829;Coupe;2.0;Hybrid;Traction Control, Airbags;Tunis;2003;Manual;Good;Red;Android Auto;;No;Manual;2;22
8830;276TUN64947;Hyundai;Focus;51623;81044;Sedan;3.0;Hybrid;Lane Assist;Sousse;2016;Automatic;Excellent;Blue;USB Ports;;Yes;Automatic;3;9
8831;646TUN91508;BMW;Rav4;47369;248846;Coupe;2.2;Petrol;Lane Assist, ABS, ESP;Tozeur;2022;Manual;Excellent;White;USB Ports, Bluetooth;;Yes;Manual;3;3
8832;297TUN50039;Toyota;A-Class;41533;185544;Hatchback;1.6;Petrol;ABS, ESP;Bizerte;2014;Manual;Excellent;Blue;Navigation, USB Ports, Radio;;No;Manual;3;11
8833;541TUN23004;CitroÃ«n;X1;49455;53980;SUV;2.2;Electric;Traction Control, Airbags, ESP;Sfax;2015;Manual;Excellent;Gray;Apple CarPlay, Android Auto;;No;Manual;3;10
8834;320TUN16587;Kia;C-Class;32452;273313;Coupe;2.0;Hybrid;Lane Assist, Airbags, Blind Spot Monitor;Sousse;2012;Automatic;Good;Black;USB Ports, Apple CarPlay, Navigation;;Yes;Automatic;2;13
8835;252TUN81585;Kia;3008;43763;35878;Coupe;4.0;Diesel;Blind Spot Monitor;Kairouan;2008;Manual;Average;Black;Bluetooth, USB Ports;;No;Manual;1;17
8836;811TUN95563;Ford;i20;45203;157539;Hatchback;2.2;Electric;ESP;Tataouine;2017;Automatic;Good;Blue;USB Ports, Bluetooth, Android Auto;;Yes;Automatic;2;8
8837;255TUN14606;BMW;308;46731;133031;Hatchback;2.0;Diesel;Lane Assist, Blind Spot Monitor, ABS;GabÃ¨s;2017;Automatic;Good;Blue;USB Ports, Radio;;Yes;Automatic;2;8
8838;443TUN40991;Toyota;Polo;42779;179732;Pickup;2.5;Hybrid;ABS, Lane Assist;Bizerte;2012;Automatic;Excellent;Blue;Radio;;Yes;Automatic;3;13
8839;921TUN64277;Ford;308;44613;281933;Coupe;2.0;Petrol;Traction Control, ESP;Sousse;2021;Manual;Excellent;Gray;Android Auto, Navigation;;Yes;Manual;3;4
8840;171TUN84873;Mercedes;Focus;33571;251339;Pickup;2.5;Petrol;Airbags, Lane Assist;Nabeul;2007;Manual;Excellent;Red;Radio, Bluetooth, Navigation;;No;Manual;3;18
8841;519TUN81264;Renault;Tucson;32206;91828;Coupe;2.7;Diesel;ESP;Nabeul;2000;Manual;Average;Gray;Android Auto, Radio;;No;Manual;1;25
8842;110TUN54428;BMW;C5;33329;188044;Hatchback;4.8;Diesel;Lane Assist, Traction Control;Nabeul;2001;Manual;Average;White;Android Auto, Apple CarPlay;;No;Manual;1;24
8843;719TUN51024;Peugeot;7 Series;34564;141630;SUV;3.0;Hybrid;ABS, Traction Control, Airbags;Tataouine;2001;Manual;Excellent;Blue;Android Auto, Bluetooth, Navigation;;Yes;Manual;3;24
8844;198TUN74871;Ford;Jumpy;43401;109549;Hatchback;1.4;Diesel;ESP, ABS;Bizerte;2016;Automatic;Good;Blue;Android Auto, Navigation;;No;Automatic;2;9
8845;441TUN83804;BMW;Yaris;28673;227291;Pickup;1.8;Electric;Traction Control;Tataouine;2009;Automatic;Average;Gray;Bluetooth;;Yes;Automatic;1;16
8846;126TUN70475;Volkswagen;Golf;35497;28372;SUV;3.2;Electric;Blind Spot Monitor, Traction Control;Nabeul;2001;Manual;Average;Gray;Navigation, Android Auto;;No;Manual;1;24
8847;572TUN21727;Toyota;Berlingo;51872;54375;Pickup;2.2;Electric;ESP;Monastir;2021;Automatic;Average;Blue;Android Auto, USB Ports;;Yes;Automatic;1;4
8848;897TUN14536;Hyundai;Berlingo;36674;255730;SUV;1.8;Electric;Blind Spot Monitor, Lane Assist, ABS;Sfax;2013;Manual;Excellent;Red;Navigation, Android Auto, Bluetooth;;No;Manual;3;12
8849;275TUN31003;Hyundai;5 Series;34190;254712;Hatchback;3.0;Hybrid;Traction Control, Lane Assist;GabÃ¨s;2009;Manual;Average;Red;Navigation;;No;Manual;1;16
8850;309TUN80849;Peugeot;Picanto;27607;193478;Pickup;1.4;Diesel;Blind Spot Monitor, ESP;GabÃ¨s;2004;Manual;Good;Blue;Bluetooth;;Yes;Manual;2;21
8851;679TUN15407;Renault;Camry;39026;135047;SUV;2.2;Petrol;Traction Control, Blind Spot Monitor, ABS;Bizerte;2007;Manual;Excellent;White;Apple CarPlay, Radio;;No;Manual;3;18
8852;583TUN19905;Volkswagen;Fiesta;40604;235214;Hatchback;1.6;Hybrid;ESP, ABS, Airbags;Bizerte;2019;Manual;Good;Black;Android Auto;;No;Manual;2;6
8853;607TUN28682;Mercedes;C4;21227;223211;Coupe;1.9;Electric;Lane Assist, Airbags, Traction Control;GabÃ¨s;2000;Manual;Average;Black;Apple CarPlay;;No;Manual;1;25
8854;125TUN43277;Kia;GLC;57219;39022;SUV;3.5;Hybrid;ESP, Lane Assist, Blind Spot Monitor;Monastir;2021;Automatic;Good;Red;USB Ports, Navigation;;No;Automatic;2;4
8855;826TUN46612;Mercedes;3 Series;29931;276514;Sedan;1.5;Diesel;Traction Control, ABS, Blind Spot Monitor;Kairouan;2009;Manual;Excellent;Red;USB Ports, Apple CarPlay, Navigation;;Yes;Manual;3;16
8856;911TUN24663;CitroÃ«n;Camry;25375;293025;Pickup;2.5;Diesel;Blind Spot Monitor;Sfax;2005;Manual;Average;White;Radio, Android Auto;;No;Manual;1;20
8857;213TUN84642;BMW;C3;36631;251518;SUV;1.4;Electric;Blind Spot Monitor, ABS, Airbags;Tozeur;2018;Manual;Average;Gray;Bluetooth;;No;Manual;1;7
8858;927TUN18965;BMW;E-Class;26410;280640;Pickup;2.5;Hybrid;ABS, Lane Assist, Airbags;Tataouine;2005;Automatic;Average;Gray;Android Auto, Apple CarPlay;;Yes;Automatic;1;20
8859;106TUN69609;CitroÃ«n;GLC;25752;252569;SUV;1.4;Electric;ABS, Airbags, Lane Assist;GabÃ¨s;2005;Automatic;Good;Blue;Android Auto;;Yes;Automatic;2;20
8860;350TUN63354;Volkswagen;i10;55439;32165;Sedan;1.8;Electric;Airbags, Blind Spot Monitor, Traction Control;Tunis;2025;Automatic;Average;Red;Apple CarPlay, USB Ports, Android Auto;;No;Automatic;1;0
8861;248TUN39567;Ford;Golf;38937;120213;Coupe;1.6;Diesel;Airbags, Blind Spot Monitor;Sousse;2009;Manual;Good;Gray;Navigation, Apple CarPlay, Android Auto;;Yes;Manual;2;16
8862;400TUN27268;Renault;Sportage;19771;262696;Pickup;2.0;Hybrid;Airbags, ESP;Sousse;2000;Automatic;Average;Gray;Navigation, Bluetooth, USB Ports;;Yes;Automatic;1;25
8863;247TUN22169;Hyundai;Camry;41347;272305;Sedan;1.6;Electric;Traction Control, ESP;Nabeul;2018;Manual;Excellent;Gray;Bluetooth, Radio, Apple CarPlay;;No;Manual;3;7
8864;115TUN28883;Hyundai;7 Series;57779;178386;SUV;4.7;Diesel;Blind Spot Monitor;Sfax;2022;Automatic;Excellent;Black;Apple CarPlay;;No;Automatic;3;3
8865;319TUN87032;CitroÃ«n;Sprinter;25274;244706;Coupe;1.6;Diesel;ESP, Traction Control, Airbags;Tunis;2001;Automatic;Excellent;White;USB Ports;;No;Automatic;3;24
8866;184TUN28601;Volkswagen;7 Series;37798;146595;Pickup;1.4;Electric;ESP, Traction Control, Airbags;Tozeur;2011;Manual;Good;Red;Apple CarPlay, Radio, Bluetooth;;Yes;Manual;2;14
8867;780TUN12230;Mercedes;Sorento;45735;11450;Hatchback;4.7;Diesel;Airbags, Lane Assist;Kairouan;2003;Manual;Good;White;Android Auto, Apple CarPlay, Navigation;;No;Manual;2;22
8868;412TUN68468;Ford;Elantra;44443;164039;Hatchback;3.0;Electric;Traction Control;Sousse;2019;Automatic;Average;Blue;Android Auto, Navigation, Radio;;No;Automatic;1;6
8869;585TUN33631;CitroÃ«n;A-Class;23698;220389;SUV;1.9;Petrol;Airbags, ABS;Bizerte;2002;Automatic;Average;Red;Navigation, USB Ports;;Yes;Automatic;1;23
8870;123TUN37294;Kia;C5;43864;99327;Sedan;2.2;Diesel;ABS;Nabeul;2010;Automatic;Excellent;White;Apple CarPlay, USB Ports, Radio;;No;Automatic;3;15
8871;530TUN94089;Renault;Jetta;51251;169520;Hatchback;2.4;Electric;Traction Control;Nabeul;2025;Manual;Average;Gray;Radio, Bluetooth, Android Auto;;No;Manual;1;0
8872;423TUN22369;Mercedes;Focus;51791;133088;Sedan;2.0;Petrol;ABS, ESP, Airbags;Tunis;2021;Manual;Excellent;Red;Bluetooth, USB Ports, Navigation;;No;Manual;3;4
8873;233TUN71646;Ford;Corolla;52587;43800;Coupe;2.5;Hybrid;Blind Spot Monitor;GabÃ¨s;2018;Automatic;Excellent;White;USB Ports;;No;Automatic;3;7
8874;767TUN71029;Ford;Polo;28770;290186;Sedan;2.0;Hybrid;Airbags, Lane Assist, Blind Spot Monitor;Tozeur;2011;Manual;Average;Gray;Navigation, Bluetooth;;Yes;Manual;1;14
8875;407TUN83032;Ford;i10;48599;188228;Sedan;4.2;Petrol;Airbags, Blind Spot Monitor, Lane Assist;Monastir;2018;Manual;Average;Red;Apple CarPlay, Radio, Navigation;;No;Manual;1;7
8876;793TUN27555;Toyota;Partner;45551;233171;SUV;2.6;Electric;Airbags;Tunis;2022;Automatic;Average;White;USB Ports;;Yes;Automatic;1;3
8877;453TUN57066;Volkswagen;308;38662;145039;SUV;1.9;Diesel;ESP, ABS;Monastir;2010;Automatic;Good;Red;Navigation, Apple CarPlay, Radio;;Yes;Automatic;2;15
8879;234TUN23863;Ford;Golf;42597;164144;Hatchback;0.65;Electric;ABS;Tozeur;2018;Manual;Excellent;Red;Apple CarPlay;;No;Manual;3;7
8881;649TUN86210;Hyundai;Sportage;37667;264764;Hatchback;4.5;Hybrid;Traction Control;Tozeur;2008;Automatic;Good;Red;Apple CarPlay;;No;Automatic;2;17
8882;193TUN32377;Kia;Symbol;31092;286471;Hatchback;1.8;Diesel;Blind Spot Monitor, Airbags, ESP;Monastir;2013;Automatic;Average;Gray;Navigation;;No;Automatic;1;12
8883;653TUN63032;Peugeot;Sprinter;30127;127707;Sedan;2.5;Petrol;Lane Assist, ESP, Airbags;Bizerte;2003;Automatic;Average;Red;Radio, Navigation, Android Auto;;Yes;Automatic;1;22
8884;819TUN47425;BMW;Partner;25442;234029;SUV;1.8;Petrol;Traction Control, ABS;Tunis;2003;Manual;Excellent;Blue;Apple CarPlay, Radio, Bluetooth;;Yes;Manual;3;22
8885;921TUN80236;Hyundai;Corolla;39436;39886;Coupe;2.0;Diesel;ABS;Tataouine;2008;Manual;Average;Gray;USB Ports;;No;Manual;1;17
8886;361TUN72779;Volkswagen;i20;28631;126858;Pickup;1.6;Diesel;ABS, ESP;Bizerte;2003;Manual;Average;Red;Bluetooth, USB Ports, Navigation;;No;Manual;1;22
8887;910TUN77331;Toyota;208;41446;94708;Hatchback;1.6;Diesel;ABS;Bizerte;2015;Automatic;Average;Gray;Navigation, Apple CarPlay;;Yes;Automatic;1;10
8888;229TUN38035;Kia;Rio;47743;194748;SUV;1.7;Electric;Traction Control;Bizerte;2025;Automatic;Good;White;Navigation, Apple CarPlay;;No;Automatic;2;0
8889;160TUN11267;Hyundai;Yaris;38605;60477;Coupe;2.0;Petrol;Traction Control, Lane Assist, Blind Spot Monitor;Tataouine;2008;Automatic;Average;Blue;Apple CarPlay, USB Ports;;No;Automatic;1;17
8890;375TUN50889;Volkswagen;C5;54484;224998;Coupe;5.0;Diesel;Traction Control, Airbags, Blind Spot Monitor;Monastir;2024;Automatic;Average;Black;USB Ports;;Yes;Automatic;1;1
8891;124TUN77000;Hyundai;Polo;48465;101835;Sedan;2.0;Petrol;ABS;Bizerte;2016;Manual;Excellent;Blue;USB Ports, Bluetooth;;No;Manual;3;9
8892;548TUN96160;Toyota;Sportage;38226;156746;SUV;1.4;Hybrid;Lane Assist;Bizerte;2013;Manual;Average;White;Android Auto, Bluetooth;;Yes;Manual;1;12
8893;190TUN83997;Mercedes;Corolla;32646;138242;SUV;1.9;Electric;Traction Control;Bizerte;2005;Manual;Excellent;Blue;Bluetooth;;Yes;Manual;3;20
8894;133TUN74316;BMW;Kadjar;58029;115411;Coupe;4.5;Hybrid;Traction Control, ESP;Tunis;2020;Manual;Excellent;Black;Bluetooth, USB Ports;;No;Manual;3;5
8895;966TUN84351;Hyundai;Partner;32045;232893;Coupe;1.3;Petrol;ESP;Tunis;2011;Automatic;Good;Gray;USB Ports;;Yes;Automatic;2;14
8896;547TUN49423;Mercedes;Berlingo;60005;108990;Sedan;4.0;Electric;Traction Control, ABS;Nabeul;2025;Automatic;Average;Blue;Bluetooth, USB Ports;;No;Automatic;1;0
8897;513TUN84878;CitroÃ«n;Accent;49119;16886;Pickup;2.2;Electric;ABS;Tunis;2014;Automatic;Excellent;Gray;Radio;;No;Automatic;3;11
8898;882TUN79348;Peugeot;3008;37765;179408;Coupe;4.6;Hybrid;Airbags, ABS, ESP;Nabeul;2000;Manual;Excellent;White;Bluetooth;;No;Manual;3;25
8899;886TUN36424;Toyota;Accent;59744;177837;Sedan;5.5;Hybrid;Airbags;Monastir;2023;Manual;Good;Blue;Bluetooth, Navigation;;Yes;Manual;2;2
8901;302TUN52734;Mercedes;Rio;36674;140580;Hatchback;3.6;Diesel;ESP, Airbags, Lane Assist;Sfax;2006;Manual;Average;White;Apple CarPlay, Radio;;Yes;Manual;1;19
8902;385TUN80822;Kia;3008;27407;207896;Pickup;2.0;Electric;ABS, Lane Assist;Sfax;2005;Automatic;Average;Red;Bluetooth, Radio;;No;Automatic;1;20
8903;547TUN45444;CitroÃ«n;Rio;55687;51531;Coupe;1.9;Hybrid;Traction Control, ABS, ESP;Tozeur;2022;Manual;Excellent;Blue;Navigation, Radio, Apple CarPlay;;No;Manual;3;3
8904;140TUN76082;Mercedes;A-Class;36097;219003;Coupe;2.0;Electric;ABS, ESP;Tunis;2011;Automatic;Good;Gray;Radio;;No;Automatic;2;14
8905;329TUN85246;Renault;Megane;33005;258513;Pickup;2.0;Diesel;Airbags, Traction Control, ESP;Sfax;2012;Automatic;Good;White;USB Ports, Navigation, Radio;;Yes;Automatic;2;13
8906;520TUN51754;Renault;Ranger;37879;297315;Coupe;2.8;Hybrid;Blind Spot Monitor;Tataouine;2013;Manual;Excellent;Red;Navigation, USB Ports, Radio;;No;Manual;3;12
8908;109TUN32042;Kia;Megane;16824;293825;SUV;1.3;Diesel;Traction Control;Kairouan;2001;Manual;Average;Gray;Android Auto;;Yes;Manual;1;24
8909;270TUN36122;CitroÃ«n;Ranger;53719;20369;Pickup;4.5;Petrol;Airbags, Lane Assist, ABS;Sousse;2015;Automatic;Average;Black;Android Auto, USB Ports, Bluetooth;;No;Automatic;1;10
8910;603TUN99957;Ford;Fiesta;46054;70632;SUV;2.0;Hybrid;Lane Assist, Blind Spot Monitor;Tunis;2012;Automatic;Good;White;Bluetooth, USB Ports;;No;Automatic;2;13
8911;251TUN11906;Peugeot;2008;57183;54704;Pickup;2.5;Petrol;Blind Spot Monitor, Lane Assist;Tataouine;2023;Manual;Good;Black;Navigation, Android Auto, Apple CarPlay;;No;Manual;2;2
8912;436TUN10195;Kia;Cerato;45965;48959;Hatchback;1.6;Petrol;ABS;Monastir;2016;Manual;Average;Blue;Radio, Apple CarPlay, USB Ports;;Yes;Manual;1;9
8913;879TUN38548;Renault;3008;32635;134042;SUV;1.4;Petrol;Airbags;Tataouine;2007;Manual;Average;White;Bluetooth, Android Auto;;No;Manual;1;18
8914;121TUN12382;Ford;Megane;25876;224045;Hatchback;2.5;Electric;ABS;Tataouine;2004;Automatic;Average;Red;Android Auto, Navigation;;No;Automatic;1;21
8915;485TUN42593;Ford;Fiesta;55948;46072;SUV;2.5;Electric;ESP, Lane Assist;Tataouine;2018;Automatic;Excellent;Black;Radio, Bluetooth, Android Auto;;Yes;Automatic;3;7
8916;861TUN62862;Volkswagen;GLC;47496;7886;Sedan;2.8;Hybrid;Airbags, ABS;Nabeul;2013;Automatic;Good;Blue;Android Auto;;Yes;Automatic;2;12
8917;707TUN24579;Peugeot;208;38694;52739;Coupe;2.7;Diesel;ABS;Nabeul;2007;Manual;Average;Blue;Apple CarPlay;;No;Manual;1;18
8918;103TUN77653;Kia;Sprinter;40478;131243;Sedan;5.5;Diesel;Traction Control, Lane Assist;Tozeur;2004;Manual;Average;Gray;Android Auto;;Yes;Manual;1;21
8919;886TUN84465;Hyundai;Polo;44491;141813;Sedan;3.0;Electric;ESP, ABS;Tunis;2015;Manual;Average;White;Navigation, Apple CarPlay, Bluetooth;;No;Manual;1;10
8920;224TUN43046;BMW;Sportage;34127;271823;Pickup;2.5;Petrol;Airbags;Kairouan;2009;Manual;Excellent;Black;Android Auto, Navigation, USB Ports;;No;Manual;3;16
8921;917TUN10347;CitroÃ«n;Rav4;27446;247735;Coupe;2.0;Diesel;Traction Control, Airbags, Blind Spot Monitor;Nabeul;2005;Automatic;Good;Gray;USB Ports, Android Auto, Navigation;;No;Automatic;2;20
8922;976TUN22103;Toyota;X3;37762;244507;Coupe;3.0;Diesel;Airbags, Traction Control, Blind Spot Monitor;Monastir;2012;Manual;Good;Red;USB Ports;;No;Manual;2;13
8923;871TUN92283;Peugeot;Captur;36317;248094;Coupe;2.9;Diesel;Blind Spot Monitor, Traction Control, ESP;Nabeul;2014;Manual;Average;White;Apple CarPlay;;No;Manual;1;11
8924;340TUN28201;BMW;Kuga;40866;260731;SUV;1.8;Diesel;Lane Assist, Airbags, ESP;Nabeul;2023;Manual;Average;Black;Navigation, Apple CarPlay;;No;Manual;1;2
8925;306TUN69866;BMW;i10;55395;26628;Pickup;3.0;Electric;Lane Assist, Airbags, ABS;Nabeul;2018;Automatic;Good;Gray;USB Ports, Navigation;;Yes;Automatic;2;7
8926;695TUN98244;Mercedes;Yaris;45008;245702;Pickup;3.2;Hybrid;Lane Assist, ABS, Blind Spot Monitor;Tozeur;2016;Automatic;Excellent;Gray;Navigation, Bluetooth;;Yes;Automatic;3;9
8927;891TUN85650;Mercedes;Sportage;48888;193927;Pickup;3.0;Electric;ESP;Kairouan;2021;Automatic;Average;Gray;Radio, Android Auto, Navigation;;No;Automatic;1;4
8928;857TUN90973;BMW;Picanto;34348;197232;Sedan;4.0;Petrol;Traction Control, ABS, ESP;Sfax;2002;Manual;Excellent;Red;Navigation;;No;Manual;3;23
8929;109TUN81011;Ford;Tucson;42378;296278;SUV;2.5;Electric;Blind Spot Monitor, Traction Control;Nabeul;2020;Automatic;Good;Blue;Radio, Navigation;;No;Automatic;2;5
8930;444TUN49348;BMW;Captur;30576;58788;Pickup;1.6;Diesel;ABS, Airbags;Sfax;2000;Manual;Good;Black;Navigation, USB Ports;;Yes;Manual;2;25
8931;962TUN20774;Mercedes;2008;33584;192113;Sedan;3.0;Diesel;ABS, Lane Assist, Blind Spot Monitor;Sousse;2002;Automatic;Excellent;Blue;USB Ports, Android Auto;;No;Automatic;3;23
8932;987TUN81776;Kia;Polo;35172;116391;Hatchback;2.99;Petrol;Blind Spot Monitor, Lane Assist;Tozeur;2000;Automatic;Excellent;Gray;Radio;;No;Automatic;3;25
8933;364TUN60922;Renault;208;38273;214752;Sedan;1.6;Petrol;Traction Control;Sousse;2017;Automatic;Average;Blue;USB Ports, Apple CarPlay, Navigation;;Yes;Automatic;1;8
8934;151TUN13022;Kia;Rio;34431;134585;Hatchback;1.5;Petrol;Blind Spot Monitor, ESP, Airbags;Monastir;2010;Automatic;Average;Gray;Radio, USB Ports, Apple CarPlay;;Yes;Automatic;1;15
8935;935TUN87265;Kia;Kadjar;38126;8692;Pickup;2.2;Hybrid;ABS, Lane Assist;Sfax;2002;Automatic;Good;Gray;Apple CarPlay, Radio;;No;Automatic;2;23
8936;800TUN38720;Ford;Sprinter;47356;293811;Hatchback;1.8;Electric;Airbags, ESP;Tozeur;2025;Automatic;Excellent;Red;Android Auto, Apple CarPlay, Radio;;Yes;Automatic;3;0
8937;221TUN22685;Renault;Rio;46713;84046;Pickup;2.2;Petrol;ESP;Sousse;2014;Automatic;Excellent;White;Android Auto, USB Ports, Bluetooth;;No;Automatic;3;11
8938;350TUN68414;Ford;Rio;28586;137718;Pickup;1.6;Hybrid;Lane Assist, ESP, Traction Control;Tunis;2003;Automatic;Good;Gray;Radio, USB Ports;;No;Automatic;2;22
8939;198TUN78601;Hyundai;5 Series;47068;112864;Coupe;2.0;Diesel;Lane Assist, ESP;Sousse;2018;Automatic;Good;White;USB Ports, Bluetooth, Radio;;No;Automatic;2;7
8940;425TUN22119;BMW;Rav4;44753;295233;Sedan;3.0;Petrol;Airbags, Traction Control;Tozeur;2020;Manual;Good;Gray;Apple CarPlay, Bluetooth, USB Ports;;No;Manual;2;5
8941;668TUN94641;Renault;Symbol;39000;102922;Pickup;1.0;Petrol;Airbags, ABS, Blind Spot Monitor;Nabeul;2009;Automatic;Excellent;Black;Android Auto, Radio, Apple CarPlay;;Yes;Automatic;3;16
8942;365TUN53217;Hyundai;A-Class;51373;98293;Hatchback;1.8;Petrol;Traction Control, ABS, Lane Assist;Kairouan;2021;Manual;Excellent;Red;Navigation, Radio, Android Auto;;Yes;Manual;3;4
8943;877TUN85147;Mercedes;Focus;35100;138635;Coupe;1.4;Electric;ABS, Traction Control, Airbags;Sfax;2012;Manual;Average;Red;Android Auto;;No;Manual;1;13
8944;416TUN29671;Mercedes;Clio;45723;179028;Hatchback;1.8;Petrol;Blind Spot Monitor, ABS;Tozeur;2019;Automatic;Good;Black;Bluetooth, Radio, Android Auto;;No;Automatic;2;6
8945;293TUN93351;Mercedes;208;32413;9013;Pickup;2.0;Diesel;ESP;Sousse;2001;Automatic;Average;Blue;Radio, Bluetooth, Navigation;;Yes;Automatic;1;24
